id,phc_id,medicine_id,quantity,reserved_quantity,batch_number,expiry_date
480,24,20,125,6,BATCH-2026-20-024,2027-10-08
481,25,1,261,13,BATCH-2026-01-025,2027-10-26
482,25,2,157,7,BATCH-2026-02-025,2028-04-25
483,25,3,373,18,BATCH-2026-03-025,2027-10-20
484,25,4,184,9,BATCH-2026-04-025,2028-03-19
485,25,5,1384,69,BATCH-2026-05-025,2028-06-24
486,25,6,311,15,BATCH-2026-06-025,2027-05-29
487,25,7,1300,65,BATCH-2026-07-025,2028-07-04
488,25,8,899,44,BATCH-2026-08-025,2028-05-28
489,25,9,759,37,BATCH-2026-09-025,2027-08-13
490,25,10,205,10,BATCH-2026-10-025,2028-01-05
491,25,11,112,5,BATCH-2026-11-025,2028-06-21
492,25,12,1002,50,BATCH-2026-12-025,2028-03-22
493,25,13,841,42,BATCH-2026-13-025,2028-03-06
494,25,14,337,16,BATCH-2026-14-025,2027-10-22
495,25,15,396,19,BATCH-2026-15-025,2027-11-19
496,25,16,52,2,BATCH-2026-16-025,2028-01-27
497,25,17,69,3,BATCH-2026-17-025,2028-02-13
498,25,18,138,6,BATCH-2026-18-025,2028-06-28
499,25,19,36,1,BATCH-2026-19-025,2027-05-06
500,25,20,87,4,BATCH-2026-20-025,2027-05-26
501,26,1,226,0,BATCH-2026-01-026,2028-08-09
502,26,2,79,0,BATCH-2026-02-026,2028-07-11
503,26,3,201,0,BATCH-2026-03-026,2027-04-23
504,26,4,95,0,BATCH-2026-04-026,2027-10-17
505,26,5,1149,0,BATCH-2026-05-026,2027-11-07
506,26,6,140,0,BATCH-2026-06-026,2028-01-13
507,26,7,559,0,BATCH-2026-07-026,2027-07-18
508,26,8,543,0,BATCH-2026-08-026,2027-08-26
509,26,9,427,0,BATCH-2026-09-026,2028-07-18
510,26,10,156,0,BATCH-2026-10-026,2028-05-21
511,26,11,69,0,BATCH-2026-11-026,2027-03-28
512,26,12,465,0,BATCH-2026-12-026,2027-07-11
513,26,13,326,0,BATCH-2026-13-026,2028-03-31
514,26,14,274,0,BATCH-2026-14-026,2027-03-15
515,26,15,158,0,BATCH-2026-15-026,2027-08-18
516,26,16,31,0,BATCH-2026-16-026,2027-04-11
517,26,17,26,0,BATCH-2026-17-026,2027-04-27
518,26,18,64,0,BATCH-2026-18-026,2027-09-30
519,26,19,24,0,BATCH-2026-19-026,2028-03-05
520,26,20,47,0,BATCH-2026-20-026,2028-05-12
521,27,1,128,0,BATCH-2026-01-027,2028-08-08
522,27,2,84,0,BATCH-2026-02-027,2028-07-08
523,27,3,159,0,BATCH-2026-03-027,2027-05-12
524,27,4,108,0,BATCH-2026-04-027,2028-02-03
525,27,5,793,0,BATCH-2026-05-027,2027-08-12
526,27,6,168,0,BATCH-2026-06-027,2028-01-19
527,27,7,672,0,BATCH-2026-07-027,2028-08-13
528,27,8,433,0,BATCH-2026-08-027,2027-08-15
529,27,9,263,0,BATCH-2026-09-027,2027-04-29
530,27,10,85,0,BATCH-2026-10-027,2028-05-17
531,27,11,37,0,BATCH-2026-11-027,2028-04-07
532,27,12,396,0,BATCH-2026-12-027,2028-04-28
533,27,13,274,0,BATCH-2026-13-027,2027-05-13
534,27,14,197,0,BATCH-2026-14-027,2027-06-26
535,27,15,140,0,BATCH-2026-15-027,2028-05-27
536,27,16,21,0,BATCH-2026-16-027,2027-08-10
537,27,17,22,0,BATCH-2026-17-027,2028-03-04
538,27,18,37,0,BATCH-2026-18-027,2028-01-15
539,27,19,21,0,BATCH-2026-19-027,2027-07-12
540,27,20,45,0,BATCH-2026-20-027,2027-10-30
541,28,1,70,0,BATCH-2026-01-028,2027-06-17
542,28,2,43,0,BATCH-2026-02-028,2027-09-23
543,28,3,101,0,BATCH-2026-03-028,2027-07-26
544,28,4,92,0,BATCH-2026-04-028,2028-03-11
545,28,5,733,0,BATCH-2026-05-028,2027-07-24
546,28,6,102,0,BATCH-2026-06-028,2027-04-05
547,28,7,441,0,BATCH-2026-07-028,2028-06-04
548,28,8,340,0,BATCH-2026-08-028,2027-08-01
549,28,9,256,0,BATCH-2026-09-028,2027-11-24
550,28,10,75,0,BATCH-2026-10-028,2027-08-14
551,28,11,39,0,BATCH-2026-11-028,2027-03-20
552,28,12,365,0,BATCH-2026-12-028,2028-04-25
553,28,13,213,0,BATCH-2026-13-028,2027-10-22
554,28,14,193,0,BATCH-2026-14-028,2028-08-12
555,28,15,132,0,BATCH-2026-15-028,2028-05-18
556,28,16,17,0,BATCH-2026-16-028,2028-03-15
557,28,17,17,0,BATCH-2026-17-028,2028-02-01
558,28,18,33,0,BATCH-2026-18-028,2028-03-08
559,28,19,16,0,BATCH-2026-19-028,2027-07-30
560,28,20,46,0,BATCH-2026-20-028,2027-07-13
561,29,1,186,0,BATCH-2026-01-029,2028-05-13
562,29,2,74,0,BATCH-2026-02-029,2027-11-24
563,29,3,236,0,BATCH-2026-03-029,2027-04-19
564,29,4,151,0,BATCH-2026-04-029,2027-09-03
565,29,5,1297,0,BATCH-2026-05-029,2027-10-25
566,29,6,221,0,BATCH-2026-06-029,2027-06-30
567,29,7,758,0,BATCH-2026-07-029,2027-10-30
568,29,8,538,0,BATCH-2026-08-029,2027-12-08
569,29,9,436,0,BATCH-2026-09-029,2027-11-03
570,29,10,96,0,BATCH-2026-10-029,2028-08-05
571,29,11,68,0,BATCH-2026-11-029,2027-11-14
572,29,12,582,0,BATCH-2026-12-029,2027-10-01
573,29,13,373,0,BATCH-2026-13-029,2027-12-10
574,29,14,193,0,BATCH-2026-14-029,2028-08-05
575,29,15,167,0,BATCH-2026-15-029,2028-04-14
576,29,16,21,0,BATCH-2026-16-029,2028-02-28
577,29,17,35,0,BATCH-2026-17-029,2028-06-14
578,29,18,62,0,BATCH-2026-18-029,2027-03-15
579,29,19,16,0,BATCH-2026-19-029,2028-06-10
580,29,20,58,0,BATCH-2026-20-029,2028-02-09
581,30,1,144,0,BATCH-2026-01-030,2027-08-28
582,30,2,67,0,BATCH-2026-02-030,2028-03-14
583,30,3,223,0,BATCH-2026-03-030,2028-02-09
584,30,4,113,0,BATCH-2026-04-030,2027-11-17
585,30,5,882,0,BATCH-2026-05-030,2027-08-15
586,30,6,119,0,BATCH-2026-06-030,2028-01-16
587,30,7,478,0,BATCH-2026-07-030,2027-05-11
588,30,8,454,0,BATCH-2026-08-030,2028-03-20
589,30,9,382,0,BATCH-2026-09-030,2028-01-03
590,30,10,74,0,BATCH-2026-10-030,2027-05-23
591,30,11,50,0,BATCH-2026-11-030,2027-07-16
592,30,12,248,0,BATCH-2026-12-030,2028-03-14
593,30,13,349,0,BATCH-2026-13-030,2027-04-03
594,30,14,160,0,BATCH-2026-14-030,2028-05-16
595,30,15,157,0,BATCH-2026-15-030,2028-03-29
596,30,16,19,0,BATCH-2026-16-030,2027-05-25
597,30,17,17,0,BATCH-2026-17-030,2027-09-05
598,30,18,48,0,BATCH-2026-18-030,2027-10-17
599,30,19,19,0,BATCH-2026-19-030,2028-07-17
600,30,20,46,0,BATCH-2026-20-030,2027-04-29
601,31,1,114,0,BATCH-2026-01-031,2027-05-16
602,31,2,53,0,BATCH-2026-02-031,2028-01-10
603,31,3,151,0,BATCH-2026-03-031,2028-06-16
604,31,4,60,0,BATCH-2026-04-031,2027-03-25
605,31,5,585,0,BATCH-2026-05-031,2028-03-22
606,31,6,117,0,BATCH-2026-06-031,2027-09-06
607,31,7,654,0,BATCH-2026-07-031,2027-05-07
608,31,8,350,0,BATCH-2026-08-031,2027-08-16
609,31,9,248,0,BATCH-2026-09-031,2027-11-05
610,31,10,57,0,BATCH-2026-10-031,2027-10-05
611,31,11,31,0,BATCH-2026-11-031,2027-11-08
612,31,12,417,0,BATCH-2026-12-031,2028-03-01
613,31,13,225,0,BATCH-2026-13-031,2027-08-31
614,31,14,167,0,BATCH-2026-14-031,2027-09-24
615,31,15,126,0,BATCH-2026-15-031,2027-06-25
616,31,16,18,0,BATCH-2026-16-031,2027-04-12
617,31,17,15,0,BATCH-2026-17-031,2028-01-23
618,31,18,31,0,BATCH-2026-18-031,2027-08-19
619,31,19,19,0,BATCH-2026-19-031,2028-06-30
620,31,20,31,0,BATCH-2026-20-031,2027-05-11
621,32,1,141,0,BATCH-2026-01-032,2028-08-02
622,32,2,85,0,BATCH-2026-02-032,2027-12-18
623,32,3,161,0,BATCH-2026-03-032,2027-07-29
624,32,4,108,0,BATCH-2026-04-032,2027-12-08
625,32,5,694,0,BATCH-2026-05-032,2027-10-12
626,32,6,155,0,BATCH-2026-06-032,2027-06-15
627,32,7,607,0,BATCH-2026-07-032,2028-07-15
628,32,8,294,0,BATCH-2026-08-032,2028-01-08
629,32,9,379,0,BATCH-2026-09-032,2027-09-24
630,32,10,100,0,BATCH-2026-10-032,2027-05-11
631,32,11,36,0,BATCH-2026-11-032,2028-03-24
632,32,12,343,0,BATCH-2026-12-032,2027-10-07
633,32,13,236,0,BATCH-2026-13-032,2028-05-29
634,32,14,175,0,BATCH-2026-14-032,2028-04-20
635,32,15,142,0,BATCH-2026-15-032,2027-08-06
636,32,16,16,0,BATCH-2026-16-032,2027-11-15
637,32,17,21,0,BATCH-2026-17-032,2027-05-22
638,32,18,49,0,BATCH-2026-18-032,2027-05-07
639,32,19,20,0,BATCH-2026-19-032,2028-02-20
640,32,20,62,0,BATCH-2026-20-032,2028-05-20
641,33,1,112,0,BATCH-2026-01-033,2027-10-08
642,33,2,52,0,BATCH-2026-02-033,2027-11-15
643,33,3,163,0,BATCH-2026-03-033,2027-10-05
644,33,4,71,0,BATCH-2026-04-033,2028-04-14
645,33,5,730,0,BATCH-2026-05-033,2027-09-11
646,33,6,94,0,BATCH-2026-06-033,2027-05-22
647,33,7,644,0,BATCH-2026-07-033,2027-05-01
648,33,8,334,0,BATCH-2026-08-033,2027-08-31
649,33,9,323,0,BATCH-2026-09-033,2027-10-31
650,33,10,80,0,BATCH-2026-10-033,2028-06-27
651,33,11,42,0,BATCH-2026-11-033,2027-08-13
652,33,12,421,0,BATCH-2026-12-033,2028-01-30
653,33,13,308,0,BATCH-2026-13-033,2028-01-13
654,33,14,198,0,BATCH-2026-14-033,2028-05-12
655,33,15,189,0,BATCH-2026-15-033,2027-12-29
656,33,16,14,0,BATCH-2026-16-033,2028-01-24
657,33,17,16,0,BATCH-2026-17-033,2028-07-13
658,33,18,44,0,BATCH-2026-18-033,2028-06-26
659,33,19,22,0,BATCH-2026-19-033,2028-02-16
660,33,20,46,0,BATCH-2026-20-033,2028-01-01
661,34,1,100,0,BATCH-2026-01-034,2027-08-21
662,34,2,51,0,BATCH-2026-02-034,2027-10-23
663,34,3,104,0,BATCH-2026-03-034,2028-03-23
664,34,4,75,0,BATCH-2026-04-034,2027-06-26
665,34,5,498,0,BATCH-2026-05-034,2027-04-10
666,34,6,106,0,BATCH-2026-06-034,2028-07-21
667,34,7,302,0,BATCH-2026-07-034,2027-09-19
668,34,8,265,0,BATCH-2026-08-034,2028-04-24
669,34,9,166,0,BATCH-2026-09-034,2027-05-25
670,34,10,45,0,BATCH-2026-10-034,2028-06-23
671,34,11,23,0,BATCH-2026-11-034,2027-04-25
672,34,12,202,0,BATCH-2026-12-034,2027-07-21
673,34,13,212,0,BATCH-2026-13-034,2027-08-22
674,34,14,142,0,BATCH-2026-14-034,2028-07-29
675,34,15,108,0,BATCH-2026-15-034,2027-03-26
676,34,16,13,0,BATCH-2026-16-034,2028-01-11
677,34,17,17,0,BATCH-2026-17-034,2027-08-30
678,34,18,35,0,BATCH-2026-18-034,2027-10-09
679,34,19,20,0,BATCH-2026-19-034,2027-10-24
680,34,20,31,0,BATCH-2026-20-034,2027-07-01
681,35,1,82,0,BATCH-2026-01-035,2028-03-18
682,35,2,43,0,BATCH-2026-02-035,2028-02-12
683,35,3,169,0,BATCH-2026-03-035,2027-06-25
684,35,4,90,0,BATCH-2026-04-035,2028-08-16
685,35,5,495,0,BATCH-2026-05-035,2028-06-30
686,35,6,97,0,BATCH-2026-06-035,2028-03-11
687,35,7,466,0,BATCH-2026-07-035,2027-03-17
688,35,8,350,0,BATCH-2026-08-035,2027-09-21
689,35,9,198,0,BATCH-2026-09-035,2027-11-19
690,35,10,80,0,BATCH-2026-10-035,2027-12-05
691,35,11,36,0,BATCH-2026-11-035,2027-10-31
692,35,12,340,0,BATCH-2026-12-035,2027-08-20
693,35,13,169,0,BATCH-2026-13-035,2028-07-31
694,35,14,173,0,BATCH-2026-14-035,2028-08-12
695,35,15,90,0,BATCH-2026-15-035,2028-03-22
696,35,16,13,0,BATCH-2026-16-035,2027-12-06
697,35,17,19,0,BATCH-2026-17-035,2027-04-06
698,35,18,33,0,BATCH-2026-18-035,2028-06-14
699,35,19,19,0,BATCH-2026-19-035,2027-12-04
700,35,20,33,0,BATCH-2026-20-035,2027-12-31
701,36,1,183,0,BATCH-2026-01-036,2027-06-11
702,36,2,83,0,BATCH-2026-02-036,2027-09-23
703,36,3,252,0,BATCH-2026-03-036,2027-05-04
704,36,4,195,0,BATCH-2026-04-036,2027-08-01
705,36,5,1797,0,BATCH-2026-05-036,2028-07-18
706,36,6,284,0,BATCH-2026-06-036,2027-06-05
707,36,7,1105,0,BATCH-2026-07-036,2027-10-28
708,36,8,528,0,BATCH-2026-08-036,2027-09-12
709,36,9,633,0,BATCH-2026-09-036,2027-06-28
710,36,10,117,0,BATCH-2026-10-036,2027-04-09
711,36,11,62,0,BATCH-2026-11-036,2027-10-29
712,36,12,559,0,BATCH-2026-12-036,2028-06-28
713,36,13,425,0,BATCH-2026-13-036,2028-05-12
714,36,14,362,0,BATCH-2026-14-036,2028-05-12
715,36,15,230,0,BATCH-2026-15-036,2028-04-20
716,36,16,28,0,BATCH-2026-16-036,2027-05-14
717,36,17,40,0,BATCH-2026-17-036,2028-08-01
718,36,18,99,0,BATCH-2026-18-036,2028-01-27
719,36,19,35,0,BATCH-2026-19-036,2028-08-08
720,36,20,66,0,BATCH-2026-20-036,2028-02-29
721,37,1,169,0,BATCH-2026-01-037,2027-03-26
722,37,2,71,0,BATCH-2026-02-037,2027-09-01
723,37,3,157,0,BATCH-2026-03-037,2027-08-26
724,37,4,128,0,BATCH-2026-04-037,2027-05-02
725,37,5,1284,0,BATCH-2026-05-037,2027-09-18
726,37,6,213,0,BATCH-2026-06-037,2027-03-29
727,37,7,645,0,BATCH-2026-07-037,2028-04-30
728,37,8,398,0,BATCH-2026-08-037,2028-04-28
729,37,9,335,0,BATCH-2026-09-037,2027-12-16
730,37,10,137,0,BATCH-2026-10-037,2027-11-27
731,37,11,48,0,BATCH-2026-11-037,2027-03-22
732,37,12,454,0,BATCH-2026-12-037,2028-01-02
733,37,13,372,0,BATCH-2026-13-037,2027-05-19
734,37,14,317,0,BATCH-2026-14-037,2028-01-24
735,37,15,246,0,BATCH-2026-15-037,2028-02-02
736,37,16,22,0,BATCH-2026-16-037,2028-07-02
737,37,17,29,0,BATCH-2026-17-037,2028-06-17
738,37,18,64,0,BATCH-2026-18-037,2027-07-14
739,37,19,18,0,BATCH-2026-19-037,2028-06-23
740,37,20,61,0,BATCH-2026-20-037,2028-01-08
741,38,1,91,0,BATCH-2026-01-038,2027-06-11
742,38,2,53,0,BATCH-2026-02-038,2027-09-06
743,38,3,137,0,BATCH-2026-03-038,2028-01-09
744,38,4,97,0,BATCH-2026-04-038,2027-09-04
745,38,5,899,0,BATCH-2026-05-038,2028-07-19
746,38,6,164,0,BATCH-2026-06-038,2027-09-27
747,38,7,758,0,BATCH-2026-07-038,2027-10-12
748,38,8,486,0,BATCH-2026-08-038,2027-07-03
749,38,9,339,0,BATCH-2026-09-038,2028-01-11
750,38,10,87,0,BATCH-2026-10-038,2027-06-30
751,38,11,38,0,BATCH-2026-11-038,2027-06-19
752,38,12,357,0,BATCH-2026-12-038,2028-05-02
753,38,13,235,0,BATCH-2026-13-038,2028-01-31
754,38,14,163,0,BATCH-2026-14-038,2027-07-28
755,38,15,152,0,BATCH-2026-15-038,2027-04-26
756,38,16,20,0,BATCH-2026-16-038,2028-05-08
757,38,17,32,0,BATCH-2026-17-038,2028-07-11
758,38,18,45,0,BATCH-2026-18-038,2027-11-08
759,38,19,22,0,BATCH-2026-19-038,2027-11-13
760,38,20,46,0,BATCH-2026-20-038,2028-01-13
761,39,1,157,0,BATCH-2026-01-039,2028-04-25
762,39,2,83,0,BATCH-2026-02-039,2028-06-14
763,39,3,186,0,BATCH-2026-03-039,2027-04-09
764,39,4,117,0,BATCH-2026-04-039,2027-12-05
765,39,5,791,0,BATCH-2026-05-039,2027-07-01
766,39,6,115,0,BATCH-2026-06-039,2027-07-12
767,39,7,525,0,BATCH-2026-07-039,2027-11-11
768,39,8,485,0,BATCH-2026-08-039,2028-06-18
769,39,9,295,0,BATCH-2026-09-039,2028-04-05
770,39,10,113,0,BATCH-2026-10-039,2027-05-26
771,39,11,33,0,BATCH-2026-11-039,2027-10-16
772,39,12,357,0,BATCH-2026-12-039,2027-08-12
773,39,13,340,0,BATCH-2026-13-039,2027-06-18
774,39,14,183,0,BATCH-2026-14-039,2028-05-08
775,39,15,148,0,BATCH-2026-15-039,2027-12-12
776,39,16,17,0,BATCH-2026-16-039,2027-04-19
777,39,17,20,0,BATCH-2026-17-039,2028-05-07
778,39,18,35,0,BATCH-2026-18-039,2028-05-09
779,39,19,22,0,BATCH-2026-19-039,2028-01-10
780,39,20,53,0,BATCH-2026-20-039,2028-08-03
781,40,1,104,0,BATCH-2026-01-040,2028-05-20
782,40,2,63,0,BATCH-2026-02-040,2027-09-06
783,40,3,146,0,BATCH-2026-03-040,2028-06-10
784,40,4,77,0,BATCH-2026-04-040,2028-01-04
785,40,5,533,0,BATCH-2026-05-040,2027-07-19
786,40,6,135,0,BATCH-2026-06-040,2028-01-29
787,40,7,386,0,BATCH-2026-07-040,2027-09-13
788,40,8,373,0,BATCH-2026-08-040,2027-04-16
789,40,9,385,0,BATCH-2026-09-040,2028-08-04
790,40,10,98,0,BATCH-2026-10-040,2028-04-03
791,40,11,33,0,BATCH-2026-11-040,2028-02-02
792,40,12,326,0,BATCH-2026-12-040,2027-08-07
793,40,13,233,0,BATCH-2026-13-040,2027-08-06
794,40,14,213,0,BATCH-2026-14-040,2027-12-19
795,40,15,92,0,BATCH-2026-15-040,2028-07-30
796,40,16,19,0,BATCH-2026-16-040,2027-10-29
797,40,17,26,0,BATCH-2026-17-040,2027-11-20
798,40,18,48,0,BATCH-2026-18-040,2027-08-13
799,40,19,23,0,BATCH-2026-19-040,2028-03-26
800,40,20,44,0,BATCH-2026-20-040,2028-07-24
801,41,1,126,0,BATCH-2026-01-041,2027-10-22
802,41,2,71,0,BATCH-2026-02-041,2027-09-12
803,41,3,198,0,BATCH-2026-03-041,2028-07-07
804,41,4,82,0,BATCH-2026-04-041,2028-05-24
805,41,5,865,0,BATCH-2026-05-041,2028-01-23
806,41,6,169,0,BATCH-2026-06-041,2027-07-14
807,41,7,500,0,BATCH-2026-07-041,2027-12-11
808,41,8,431,0,BATCH-2026-08-041,2028-01-05
809,41,9,374,0,BATCH-2026-09-041,2027-03-16
810,41,10,60,0,BATCH-2026-10-041,2028-06-03
811,41,11,56,0,BATCH-2026-11-041,2027-05-30
812,41,12,319,0,BATCH-2026-12-041,2027-05-31
813,41,13,201,0,BATCH-2026-13-041,2027-11-17
814,41,14,145,0,BATCH-2026-14-041,2028-04-24
815,41,15,162,0,BATCH-2026-15-041,2027-07-07
816,41,16,20,0,BATCH-2026-16-041,2027-12-31
817,41,17,30,0,BATCH-2026-17-041,2028-02-15
818,41,18,33,0,BATCH-2026-18-041,2028-04-06
819,41,19,28,0,BATCH-2026-19-041,2028-03-25
820,41,20,39,0,BATCH-2026-20-041,2028-06-09
821,42,1,150,0,BATCH-2026-01-042,2027-04-27
822,42,2,102,0,BATCH-2026-02-042,2027-06-08
823,42,3,198,0,BATCH-2026-03-042,2028-04-06
824,42,4,140,0,BATCH-2026-04-042,2027-11-05
825,42,5,1200,0,BATCH-2026-05-042,2027-06-12
826,42,6,159,0,BATCH-2026-06-042,2027-11-09
827,42,7,703,0,BATCH-2026-07-042,2028-04-26
828,42,8,536,0,BATCH-2026-08-042,2027-12-05
829,42,9,442,0,BATCH-2026-09-042,2027-05-11
830,42,10,83,0,BATCH-2026-10-042,2028-02-23
831,42,11,48,0,BATCH-2026-11-042,2027-10-17
832,42,12,428,0,BATCH-2026-12-042,2028-07-24
833,42,13,272,0,BATCH-2026-13-042,2027-10-31
834,42,14,210,0,BATCH-2026-14-042,2028-02-21
835,42,15,209,0,BATCH-2026-15-042,2028-04-05
836,42,16,20,0,BATCH-2026-16-042,2028-02-03
837,42,17,30,0,BATCH-2026-17-042,2028-03-07
838,42,18,57,0,BATCH-2026-18-042,2027-12-22
839,42,19,18,0,BATCH-2026-19-042,2028-06-01
840,42,20,45,0,BATCH-2026-20-042,2027-04-01
841,43,1,147,0,BATCH-2026-01-043,2027-07-31
842,43,2,79,0,BATCH-2026-02-043,2027-11-16
843,43,3,157,0,BATCH-2026-03-043,2028-06-22
844,43,4,99,0,BATCH-2026-04-043,2028-02-21
845,43,5,1023,0,BATCH-2026-05-043,2027-07-14
846,43,6,106,0,BATCH-2026-06-043,2027-03-23
847,43,7,489,0,BATCH-2026-07-043,2028-05-28
848,43,8,295,0,BATCH-2026-08-043,2028-06-05
849,43,9,283,0,BATCH-2026-09-043,2028-04-19
850,43,10,71,0,BATCH-2026-10-043,2027-04-03
851,43,11,52,0,BATCH-2026-11-043,2027-03-28
852,43,12,349,0,BATCH-2026-12-043,2027-04-05
853,43,13,252,0,BATCH-2026-13-043,2028-01-28
854,43,14,160,0,BATCH-2026-14-043,2028-02-26
855,43,15,186,0,BATCH-2026-15-043,2027-08-24
856,43,16,21,0,BATCH-2026-16-043,2027-09-23
857,43,17,24,0,BATCH-2026-17-043,2027-06-13
858,43,18,55,0,BATCH-2026-18-043,2027-04-22
859,43,19,12,0,BATCH-2026-19-043,2028-01-10
860,43,20,39,0,BATCH-2026-20-043,2027-06-17
861,44,1,91,0,BATCH-2026-01-044,2027-10-26
862,44,2,52,0,BATCH-2026-02-044,2027-10-02
863,44,3,131,0,BATCH-2026-03-044,2027-10-08
864,44,4,52,0,BATCH-2026-04-044,2028-04-29
865,44,5,558,0,BATCH-2026-05-044,2027-11-17
866,44,6,105,0,BATCH-2026-06-044,2028-05-11
867,44,7,324,0,BATCH-2026-07-044,2027-04-17
868,44,8,229,0,BATCH-2026-08-044,2028-06-28
869,44,9,188,0,BATCH-2026-09-044,2027-11-05
870,44,10,61,0,BATCH-2026-10-044,2028-03-15
871,44,11,23,0,BATCH-2026-11-044,2027-06-07
872,44,12,293,0,BATCH-2026-12-044,2027-12-08
873,44,13,179,0,BATCH-2026-13-044,2027-05-22
874,44,14,143,0,BATCH-2026-14-044,2027-06-20
875,44,15,93,0,BATCH-2026-15-044,2027-08-30
876,44,16,15,0,BATCH-2026-16-044,2028-05-15
877,44,17,14,0,BATCH-2026-17-044,2028-08-07
878,44,18,30,0,BATCH-2026-18-044,2028-03-14
879,44,19,15,0,BATCH-2026-19-044,2027-08-30
880,44,20,23,0,BATCH-2026-20-044,2028-04-09
881,45,1,153,0,BATCH-2026-01-045,2027-05-30
882,45,2,94,0,BATCH-2026-02-045,2027-12-05
883,45,3,200,0,BATCH-2026-03-045,2027-10-16
884,45,4,133,0,BATCH-2026-04-045,2028-08-15
885,45,5,812,0,BATCH-2026-05-045,2027-04-13
886,45,6,187,0,BATCH-2026-06-045,2028-07-06
887,45,7,697,0,BATCH-2026-07-045,2027-04-28
888,45,8,515,0,BATCH-2026-08-045,2027-10-18
889,45,9,406,0,BATCH-2026-09-045,2028-05-19
890,45,10,99,0,BATCH-2026-10-045,2027-11-21
891,45,11,43,0,BATCH-2026-11-045,2028-05-13
892,45,12,302,0,BATCH-2026-12-045,2027-12-31
893,45,13,399,0,BATCH-2026-13-045,2028-02-05
894,45,14,242,0,BATCH-2026-14-045,2028-01-27
895,45,15,181,0,BATCH-2026-15-045,2027-08-19
896,45,16,30,0,BATCH-2026-16-045,2027-07-27
897,45,17,21,0,BATCH-2026-17-045,2027-10-09
898,45,18,69,0,BATCH-2026-18-045,2027-08-01
899,45,19,19,0,BATCH-2026-19-045,2028-01-16
900,45,20,59,0,BATCH-2026-20-045,2027-09-29
901,46,1,154,0,BATCH-2026-01-046,2028-05-16
902,46,2,68,0,BATCH-2026-02-046,2028-06-10
903,46,3,184,0,BATCH-2026-03-046,2027-04-15
904,46,4,88,0,BATCH-2026-04-046,2028-01-01
905,46,5,1101,0,BATCH-2026-05-046,2027-12-22
906,46,6,154,0,BATCH-2026-06-046,2027-09-09
907,46,7,615,0,BATCH-2026-07-046,2027-06-09
908,46,8,513,0,BATCH-2026-08-046,2027-10-30
909,46,9,404,0,BATCH-2026-09-046,2028-03-15
910,46,10,89,0,BATCH-2026-10-046,2028-02-15
911,46,11,56,0,BATCH-2026-11-046,2027-12-08
912,46,12,375,0,BATCH-2026-12-046,2027-08-07
913,46,13,319,0,BATCH-2026-13-046,2028-07-28
914,46,14,163,0,BATCH-2026-14-046,2028-05-08
915,46,15,140,0,BATCH-2026-15-046,2027-11-15
916,46,16,20,0,BATCH-2026-16-046,2028-08-04
917,46,17,19,0,BATCH-2026-17-046,2028-02-12
918,46,18,54,0,BATCH-2026-18-046,2027-07-08
919,46,19,21,0,BATCH-2026-19-046,2027-04-15
920,46,20,59,0,BATCH-2026-20-046,2027-06-14
921,47,1,165,0,BATCH-2026-01-047,2027-12-12
922,47,2,59,0,BATCH-2026-02-047,2027-08-08
923,47,3,215,0,BATCH-2026-03-047,2027-11-21
924,47,4,114,0,BATCH-2026-04-047,2027-08-30
925,47,5,824,0,BATCH-2026-05-047,2027-06-19
926,47,6,172,0,BATCH-2026-06-047,2028-02-23
927,47,7,469,0,BATCH-2026-07-047,2027-09-23
928,47,8,499,0,BATCH-2026-08-047,2027-06-12
929,47,9,290,0,BATCH-2026-09-047,2028-08-06
930,47,10,62,0,BATCH-2026-10-047,2027-11-26
931,47,11,32,0,BATCH-2026-11-047,2028-07-06
932,47,12,275,0,BATCH-2026-12-047,2028-03-08
933,47,13,282,0,BATCH-2026-13-047,2027-09-08
934,47,14,212,0,BATCH-2026-14-047,2027-09-09
935,47,15,179,0,BATCH-2026-15-047,2027-04-28
936,47,16,13,0,BATCH-2026-16-047,2027-11-05
937,47,17,29,0,BATCH-2026-17-047,2028-07-21
938,47,18,69,0,BATCH-2026-18-047,2028-06-22
939,47,19,17,0,BATCH-2026-19-047,2027-07-25
940,47,20,54,0,BATCH-2026-20-047,2027-03-17
941,48,1,100,0,BATCH-2026-01-048,2028-05-26
942,48,2,63,0,BATCH-2026-02-048,2027-07-09
943,48,3,176,0,BATCH-2026-03-048,2027-07-24
944,48,4,93,0,BATCH-2026-04-048,2027-05-29
945,48,5,792,0,BATCH-2026-05-048,2028-08-10
946,48,6,102,0,BATCH-2026-06-048,2027-10-21
947,48,7,389,0,BATCH-2026-07-048,2027-05-12
948,48,8,452,0,BATCH-2026-08-048,2027-10-30
949,48,9,307,0,BATCH-2026-09-048,2028-08-03
950,48,10,79,0,BATCH-2026-10-048,2028-07-20
951,48,11,26,0,BATCH-2026-11-048,2027-06-09
952,48,12,252,0,BATCH-2026-12-048,2027-12-19
953,48,13,180,0,BATCH-2026-13-048,2028-02-09
954,48,14,179,0,BATCH-2026-14-048,2028-04-28
955,48,15,108,0,BATCH-2026-15-048,2028-05-16
956,48,16,18,0,BATCH-2026-16-048,2028-01-18
957,48,17,22,0,BATCH-2026-17-048,2027-12-16
958,48,18,58,0,BATCH-2026-18-048,2027-05-03
959,48,19,16,0,BATCH-2026-19-048,2028-01-21
960,48,20,32,0,BATCH-2026-20-048,2028-03-23
