id,phc_id,medicine_id,record_date,quantity_used
112557,28,17,2025-11-11,5
112558,28,18,2025-11-11,5
112559,28,19,2025-11-11,1
112560,28,20,2025-11-11,4
112561,29,1,2025-11-11,15
112562,29,2,2025-11-11,9
112563,29,3,2025-11-11,9
112564,29,4,2025-11-11,4
112565,29,5,2025-11-11,41
112566,29,6,2025-11-11,11
112567,29,7,2025-11-11,24
112568,29,8,2025-11-11,14
112569,29,9,2025-11-11,23
112570,29,10,2025-11-11,8
112571,29,11,2025-11-11,2
112572,29,12,2025-11-11,27
112573,29,13,2025-11-11,18
112574,29,14,2025-11-11,14
112575,29,15,2025-11-11,11
112576,29,16,2025-11-11,0
112577,29,17,2025-11-11,2
112578,29,18,2025-11-11,5
112579,29,19,2025-11-11,1
112580,29,20,2025-11-11,6
112581,30,1,2025-11-11,10
112582,30,2,2025-11-11,7
112583,30,3,2025-11-11,5
112584,30,4,2025-11-11,5
112585,30,5,2025-11-11,39
112586,30,6,2025-11-11,10
112587,30,7,2025-11-11,22
112588,30,8,2025-11-11,16
112589,30,9,2025-11-11,16
112590,30,10,2025-11-11,3
112591,30,11,2025-11-11,2
112592,30,12,2025-11-11,17
112593,30,13,2025-11-11,16
112594,30,14,2025-11-11,13
112595,30,15,2025-11-11,9
112596,30,16,2025-11-11,0
112597,30,17,2025-11-11,2
112598,30,18,2025-11-11,3
112599,30,19,2025-11-11,1
112600,30,20,2025-11-11,3
112601,31,1,2025-11-11,10
112602,31,2,2025-11-11,5
112603,31,3,2025-11-11,6
112604,31,4,2025-11-11,4
112605,31,5,2025-11-11,20
112606,31,6,2025-11-11,8
112607,31,7,2025-11-11,14
112608,31,8,2025-11-11,10
112609,31,9,2025-11-11,16
112610,31,10,2025-11-11,4
112611,31,11,2025-11-11,3
112612,31,12,2025-11-11,24
112613,31,13,2025-11-11,11
112614,31,14,2025-11-11,11
112615,31,15,2025-11-11,9
112616,31,16,2025-11-11,0
112617,31,17,2025-11-11,1
112618,31,18,2025-11-11,4
112619,31,19,2025-11-11,2
112620,31,20,2025-11-11,3
112621,32,1,2025-11-11,11
112622,32,2,2025-11-11,6
112623,32,3,2025-11-11,7
112624,32,4,2025-11-11,4
112625,32,5,2025-11-11,39
112626,32,6,2025-11-11,7
112627,32,7,2025-11-11,24
112628,32,8,2025-11-11,14
112629,32,9,2025-11-11,16
112630,32,10,2025-11-11,5
112631,32,11,2025-11-11,3
112632,32,12,2025-11-11,28
112633,32,13,2025-11-11,21
112634,32,14,2025-11-11,14
112635,32,15,2025-11-11,8
112636,32,16,2025-11-11,0
112637,32,17,2025-11-11,0
112638,32,18,2025-11-11,4
112639,32,19,2025-11-11,1
112640,32,20,2025-11-11,4
112641,33,1,2025-11-11,10
112642,33,2,2025-11-11,5
112643,33,3,2025-11-11,4
112644,33,4,2025-11-11,4
112645,33,5,2025-11-11,26
112646,33,6,2025-11-11,6
112647,33,7,2025-11-11,18
112648,33,8,2025-11-11,10
112649,33,9,2025-11-11,20
112650,33,10,2025-11-11,4
112651,33,11,2025-11-11,2
112652,33,12,2025-11-11,17
112653,33,13,2025-11-11,14
112654,33,14,2025-11-11,10
112655,33,15,2025-11-11,9
112656,33,16,2025-11-11,0
112657,33,17,2025-11-11,1
112658,33,18,2025-11-11,4
112659,33,19,2025-11-11,0
112660,33,20,2025-11-11,3
112661,34,1,2025-11-11,8
112662,34,2,2025-11-11,4
112663,34,3,2025-11-11,5
112664,34,4,2025-11-11,1
112665,34,5,2025-11-11,16
112666,34,6,2025-11-11,6
112667,34,7,2025-11-11,14
112668,34,8,2025-11-11,9
112669,34,9,2025-11-11,15
112670,34,10,2025-11-11,3
112671,34,11,2025-11-11,0
112672,34,12,2025-11-11,18
112673,34,13,2025-11-11,9
112674,34,14,2025-11-11,8
112675,34,15,2025-11-11,6
112676,34,16,2025-11-11,0
112677,34,17,2025-11-11,2
112678,34,18,2025-11-11,2
112679,34,19,2025-11-11,0
112680,34,20,2025-11-11,1
112681,35,1,2025-11-11,9
112682,35,2,2025-11-11,5
112683,35,3,2025-11-11,4
112684,35,4,2025-11-11,4
112685,35,5,2025-11-11,18
112686,35,6,2025-11-11,6
112687,35,7,2025-11-11,15
112688,35,8,2025-11-11,8
112689,35,9,2025-11-11,11
112690,35,10,2025-11-11,3
112691,35,11,2025-11-11,1
112692,35,12,2025-11-11,10
112693,35,13,2025-11-11,12
112694,35,14,2025-11-11,6
112695,35,15,2025-11-11,5
112696,35,16,2025-11-11,0
112697,35,17,2025-11-11,0
112698,35,18,2025-11-11,3
112699,35,19,2025-11-11,1
112700,35,20,2025-11-11,1
112701,36,1,2025-11-11,17
112702,36,2,2025-11-11,10
112703,36,3,2025-11-11,12
112704,36,4,2025-11-11,5
112705,36,5,2025-11-11,41
112706,36,6,2025-11-11,15
112707,36,7,2025-11-11,34
112708,36,8,2025-11-11,24
112709,36,9,2025-11-11,36
112710,36,10,2025-11-11,11
112711,36,11,2025-11-11,3
112712,36,12,2025-11-11,32
112713,36,13,2025-11-11,25
112714,36,14,2025-11-11,18
112715,36,15,2025-11-11,11
112716,36,16,2025-11-11,2
112717,36,17,2025-11-11,1
112718,36,18,2025-11-11,6
112719,36,19,2025-11-11,3
112720,36,20,2025-11-11,6
112721,37,1,2025-11-11,14
112722,37,2,2025-11-11,7
112723,37,3,2025-11-11,6
112724,37,4,2025-11-11,3
112725,37,5,2025-11-11,45
112726,37,6,2025-11-11,7
112727,37,7,2025-11-11,23
112728,37,8,2025-11-11,15
112729,37,9,2025-11-11,25
112730,37,10,2025-11-11,6
112731,37,11,2025-11-11,3
112732,37,12,2025-11-11,25
112733,37,13,2025-11-11,20
112734,37,14,2025-11-11,10
112735,37,15,2025-11-11,10
112736,37,16,2025-11-11,1
112737,37,17,2025-11-11,2
112738,37,18,2025-11-11,4
112739,37,19,2025-11-11,0
112740,37,20,2025-11-11,4
112741,38,1,2025-11-11,12
112742,38,2,2025-11-11,5
112743,38,3,2025-11-11,6
112744,38,4,2025-11-11,5
112745,38,5,2025-11-11,31
112746,38,6,2025-11-11,7
112747,38,7,2025-11-11,23
112748,38,8,2025-11-11,11
112749,38,9,2025-11-11,14
112750,38,10,2025-11-11,3
112751,38,11,2025-11-11,3
112752,38,12,2025-11-11,22
112753,38,13,2025-11-11,22
112754,38,14,2025-11-11,11
112755,38,15,2025-11-11,11
112756,38,16,2025-11-11,0
112757,38,17,2025-11-11,1
112758,38,18,2025-11-11,4
112759,38,19,2025-11-11,1
112760,38,20,2025-11-11,4
112761,39,1,2025-11-11,10
112762,39,2,2025-11-11,7
112763,39,3,2025-11-11,5
112764,39,4,2025-11-11,5
112765,39,5,2025-11-11,27
112766,39,6,2025-11-11,8
112767,39,7,2025-11-11,22
112768,39,8,2025-11-11,11
112769,39,9,2025-11-11,19
112770,39,10,2025-11-11,7
112771,39,11,2025-11-11,3
112772,39,12,2025-11-11,26
112773,39,13,2025-11-11,20
112774,39,14,2025-11-11,13
112775,39,15,2025-11-11,11
112776,39,16,2025-11-11,2
112777,39,17,2025-11-11,1
112778,39,18,2025-11-11,4
112779,39,19,2025-11-11,1
112780,39,20,2025-11-11,7
112781,40,1,2025-11-11,9
112782,40,2,2025-11-11,4
112783,40,3,2025-11-11,3
112784,40,4,2025-11-11,2
112785,40,5,2025-11-11,26
112786,40,6,2025-11-11,10
112787,40,7,2025-11-11,14
112788,40,8,2025-11-11,12
112789,40,9,2025-11-11,14
112790,40,10,2025-11-11,4
112791,40,11,2025-11-11,1
112792,40,12,2025-11-11,19
112793,40,13,2025-11-11,14
112794,40,14,2025-11-11,7
112795,40,15,2025-11-11,7
112796,40,16,2025-11-11,0
112797,40,17,2025-11-11,3
112798,40,18,2025-11-11,2
112799,40,19,2025-11-11,1
112800,40,20,2025-11-11,4
112801,41,1,2025-11-11,9
112802,41,2,2025-11-11,8
112803,41,3,2025-11-11,6
112804,41,4,2025-11-11,3
112805,41,5,2025-11-11,43
112806,41,6,2025-11-11,7
112807,41,7,2025-11-11,16
112808,41,8,2025-11-11,16
112809,41,9,2025-11-11,18
112810,41,10,2025-11-11,4
112811,41,11,2025-11-11,4
112812,41,12,2025-11-11,11
112813,41,13,2025-11-11,17
112814,41,14,2025-11-11,16
112815,41,15,2025-11-11,10
112816,41,16,2025-11-11,0
112817,41,17,2025-11-11,0
112818,41,18,2025-11-11,4
112819,41,19,2025-11-11,1
112820,41,20,2025-11-11,3
112821,42,1,2025-11-11,13
112822,42,2,2025-11-11,8
112823,42,3,2025-11-11,6
112824,42,4,2025-11-11,4
112825,42,5,2025-11-11,48
112826,42,6,2025-11-11,12
112827,42,7,2025-11-11,35
112828,42,8,2025-11-11,21
112829,42,9,2025-11-11,28
112830,42,10,2025-11-11,5
112831,42,11,2025-11-11,4
112832,42,12,2025-11-11,38
112833,42,13,2025-11-11,21
112834,42,14,2025-11-11,13
112835,42,15,2025-11-11,17
112836,42,16,2025-11-11,0
112837,42,17,2025-11-11,2
112838,42,18,2025-11-11,7
112839,42,19,2025-11-11,2
112840,42,20,2025-11-11,6
112841,43,1,2025-11-11,14
112842,43,2,2025-11-11,7
112843,43,3,2025-11-11,5
112844,43,4,2025-11-11,4
112845,43,5,2025-11-11,43
112846,43,6,2025-11-11,9
112847,43,7,2025-11-11,26
112848,43,8,2025-11-11,14
112849,43,9,2025-11-11,15
112850,43,10,2025-11-11,5
112851,43,11,2025-11-11,2
112852,43,12,2025-11-11,28
112853,43,13,2025-11-11,10
112854,43,14,2025-11-11,11
112855,43,15,2025-11-11,10
112856,43,16,2025-11-11,1
112857,43,17,2025-11-11,4
112858,43,18,2025-11-11,5
112859,43,19,2025-11-11,2
112860,43,20,2025-11-11,4
112861,44,1,2025-11-11,7
112862,44,2,2025-11-11,4
112863,44,3,2025-11-11,2
112864,44,4,2025-11-11,3
112865,44,5,2025-11-11,15
112866,44,6,2025-11-11,5
112867,44,7,2025-11-11,12
112868,44,8,2025-11-11,7
112869,44,9,2025-11-11,10
112870,44,10,2025-11-11,2
112871,44,11,2025-11-11,2
112872,44,12,2025-11-11,12
112873,44,13,2025-11-11,7
112874,44,14,2025-11-11,7
112875,44,15,2025-11-11,4
112876,44,16,2025-11-11,1
112877,44,17,2025-11-11,0
112878,44,18,2025-11-11,2
112879,44,19,2025-11-11,2
112880,44,20,2025-11-11,1
112881,45,1,2025-11-11,12
112882,45,2,2025-11-11,4
112883,45,3,2025-11-11,6
112884,45,4,2025-11-11,3
112885,45,5,2025-11-11,36
112886,45,6,2025-11-11,8
112887,45,7,2025-11-11,25
112888,45,8,2025-11-11,15
112889,45,9,2025-11-11,21
112890,45,10,2025-11-11,7
112891,45,11,2025-11-11,3
112892,45,12,2025-11-11,21
112893,45,13,2025-11-11,13
112894,45,14,2025-11-11,11
112895,45,15,2025-11-11,10
112896,45,16,2025-11-11,0
112897,45,17,2025-11-11,0
112898,45,18,2025-11-11,5
112899,45,19,2025-11-11,0
112900,45,20,2025-11-11,4
112901,46,1,2025-11-11,9
112902,46,2,2025-11-11,9
112903,46,3,2025-11-11,8
112904,46,4,2025-11-11,2
112905,46,5,2025-11-11,29
112906,46,6,2025-11-11,7
112907,46,7,2025-11-11,32
112908,46,8,2025-11-11,13
112909,46,9,2025-11-11,15
112910,46,10,2025-11-11,6
112911,46,11,2025-11-11,2
112912,46,12,2025-11-11,26
112913,46,13,2025-11-11,25
112914,46,14,2025-11-11,10
112915,46,15,2025-11-11,9
112916,46,16,2025-11-11,0
112917,46,17,2025-11-11,1
112918,46,18,2025-11-11,6
112919,46,19,2025-11-11,1
112920,46,20,2025-11-11,4
112921,47,1,2025-11-11,9
112922,47,2,2025-11-11,7
112923,47,3,2025-11-11,7
112924,47,4,2025-11-11,4
112925,47,5,2025-11-11,33
112926,47,6,2025-11-11,5
112927,47,7,2025-11-11,23
112928,47,8,2025-11-11,9
112929,47,9,2025-11-11,25
112930,47,10,2025-11-11,6
112931,47,11,2025-11-11,1
112932,47,12,2025-11-11,19
112933,47,13,2025-11-11,18
112934,47,14,2025-11-11,13
112935,47,15,2025-11-11,11
112936,47,16,2025-11-11,2
112937,47,17,2025-11-11,1
112938,47,18,2025-11-11,5
112939,47,19,2025-11-11,1
112940,47,20,2025-11-11,3
112941,48,1,2025-11-11,11
112942,48,2,2025-11-11,6
112943,48,3,2025-11-11,4
112944,48,4,2025-11-11,3
112945,48,5,2025-11-11,32
112946,48,6,2025-11-11,8
112947,48,7,2025-11-11,21
112948,48,8,2025-11-11,14
112949,48,9,2025-11-11,18
112950,48,10,2025-11-11,7
112951,48,11,2025-11-11,1
112952,48,12,2025-11-11,17
112953,48,13,2025-11-11,17
112954,48,14,2025-11-11,13
112955,48,15,2025-11-11,9
112956,48,16,2025-11-11,0
112957,48,17,2025-11-11,1
112958,48,18,2025-11-11,5
112959,48,19,2025-11-11,0
112960,48,20,2025-11-11,4
112961,49,1,2025-11-11,7
112962,49,2,2025-11-11,4
112963,49,3,2025-11-11,5
112964,49,4,2025-11-11,2
112965,49,5,2025-11-11,14
112966,49,6,2025-11-11,8
112967,49,7,2025-11-11,11
112968,49,8,2025-11-11,12
112969,49,9,2025-11-11,15
112970,49,10,2025-11-11,5
112971,49,11,2025-11-11,3
112972,49,12,2025-11-11,18
112973,49,13,2025-11-11,15
112974,49,14,2025-11-11,13
112975,49,15,2025-11-11,7
112976,49,16,2025-11-11,0
112977,49,17,2025-11-11,3
112978,49,18,2025-11-11,4
112979,49,19,2025-11-11,0
112980,49,20,2025-11-11,2
112981,50,1,2025-11-11,10
112982,50,2,2025-11-11,6
112983,50,3,2025-11-11,7
112984,50,4,2025-11-11,2
112985,50,5,2025-11-11,31
112986,50,6,2025-11-11,9
112987,50,7,2025-11-11,20
112988,50,8,2025-11-11,16
112989,50,9,2025-11-11,20
112990,50,10,2025-11-11,6
112991,50,11,2025-11-11,3
112992,50,12,2025-11-11,20
112993,50,13,2025-11-11,13
112994,50,14,2025-11-11,13
112995,50,15,2025-11-11,7
112996,50,16,2025-11-11,0
112997,50,17,2025-11-11,1
112998,50,18,2025-11-11,4
112999,50,19,2025-11-11,3
113000,50,20,2025-11-11,5
113001,51,1,2025-11-11,15
113002,51,2,2025-11-11,8
113003,51,3,2025-11-11,5
113004,51,4,2025-11-11,4
113005,51,5,2025-11-11,28
113006,51,6,2025-11-11,8
113007,51,7,2025-11-11,20
113008,51,8,2025-11-11,11
113009,51,9,2025-11-11,9
113010,51,10,2025-11-11,8
113011,51,11,2025-11-11,3
113012,51,12,2025-11-11,23
113013,51,13,2025-11-11,19
113014,51,14,2025-11-11,10
113015,51,15,2025-11-11,10
113016,51,16,2025-11-11,1
113017,51,17,2025-11-11,2
113018,51,18,2025-11-11,3
113019,51,19,2025-11-11,1
113020,51,20,2025-11-11,4
113021,52,1,2025-11-11,10
113022,52,2,2025-11-11,6
113023,52,3,2025-11-11,5
113024,52,4,2025-11-11,3
113025,52,5,2025-11-11,18
113026,52,6,2025-11-11,5
113027,52,7,2025-11-11,17
113028,52,8,2025-11-11,11
113029,52,9,2025-11-11,17
113030,52,10,2025-11-11,5
113031,52,11,2025-11-11,2
113032,52,12,2025-11-11,18
113033,52,13,2025-11-11,10
113034,52,14,2025-11-11,12
113035,52,15,2025-11-11,9
113036,52,16,2025-11-11,0
113037,52,17,2025-11-11,3
113038,52,18,2025-11-11,7
113039,52,19,2025-11-11,0
113040,52,20,2025-11-11,2
113041,53,1,2025-11-11,9
113042,53,2,2025-11-11,3
113043,53,3,2025-11-11,4
113044,53,4,2025-11-11,3
113045,53,5,2025-11-11,21
113046,53,6,2025-11-11,7
113047,53,7,2025-11-11,10
113048,53,8,2025-11-11,10
113049,53,9,2025-11-11,17
113050,53,10,2025-11-11,4
113051,53,11,2025-11-11,2
113052,53,12,2025-11-11,18
113053,53,13,2025-11-11,12
113054,53,14,2025-11-11,9
113055,53,15,2025-11-11,7
113056,53,16,2025-11-11,0
113057,53,17,2025-11-11,0
113058,53,18,2025-11-11,4
113059,53,19,2025-11-11,0
113060,53,20,2025-11-11,4
113061,54,1,2025-11-11,10
113062,54,2,2025-11-11,6
113063,54,3,2025-11-11,4
113064,54,4,2025-11-11,1
113065,54,5,2025-11-11,17
113066,54,6,2025-11-11,5
113067,54,7,2025-11-11,13
113068,54,8,2025-11-11,9
113069,54,9,2025-11-11,16
113070,54,10,2025-11-11,6
113071,54,11,2025-11-11,1
113072,54,12,2025-11-11,20
113073,54,13,2025-11-11,16
113074,54,14,2025-11-11,10
113075,54,15,2025-11-11,8
113076,54,16,2025-11-11,1
113077,54,17,2025-11-11,1
113078,54,18,2025-11-11,3
113079,54,19,2025-11-11,0
113080,54,20,2025-11-11,3
113081,55,1,2025-11-11,10
113082,55,2,2025-11-11,4
113083,55,3,2025-11-11,4
113084,55,4,2025-11-11,3
113085,55,5,2025-11-11,21
113086,55,6,2025-11-11,7
113087,55,7,2025-11-11,18
113088,55,8,2025-11-11,14
113089,55,9,2025-11-11,19
113090,55,10,2025-11-11,3
113091,55,11,2025-11-11,1
113092,55,12,2025-11-11,18
113093,55,13,2025-11-11,11
113094,55,14,2025-11-11,10
113095,55,15,2025-11-11,9
113096,55,16,2025-11-11,2
113097,55,17,2025-11-11,2
113098,55,18,2025-11-11,1
113099,55,19,2025-11-11,0
113100,55,20,2025-11-11,3
113101,56,1,2025-11-11,14
113102,56,2,2025-11-11,6
113103,56,3,2025-11-11,5
113104,56,4,2025-11-11,5
113105,56,5,2025-11-11,48
113106,56,6,2025-11-11,13
113107,56,7,2025-11-11,30
113108,56,8,2025-11-11,18
113109,56,9,2025-11-11,24
113110,56,10,2025-11-11,7
113111,56,11,2025-11-11,2
113112,56,12,2025-11-11,25
113113,56,13,2025-11-11,16
113114,56,14,2025-11-11,13
113115,56,15,2025-11-11,11
113116,56,16,2025-11-11,2
113117,56,17,2025-11-11,0
113118,56,18,2025-11-11,6
113119,56,19,2025-11-11,1
113120,56,20,2025-11-11,3
113121,57,1,2025-11-11,8
113122,57,2,2025-11-11,6
113123,57,3,2025-11-11,5
113124,57,4,2025-11-11,3
113125,57,5,2025-11-11,25
113126,57,6,2025-11-11,6
113127,57,7,2025-11-11,13
113128,57,8,2025-11-11,9
113129,57,9,2025-11-11,12
113130,57,10,2025-11-11,4
113131,57,11,2025-11-11,0
113132,57,12,2025-11-11,13
113133,57,13,2025-11-11,12
113134,57,14,2025-11-11,8
113135,57,15,2025-11-11,5
113136,57,16,2025-11-11,0
113137,57,17,2025-11-11,0
113138,57,18,2025-11-11,3
113139,57,19,2025-11-11,0
113140,57,20,2025-11-11,3
113141,58,1,2025-11-11,19
113142,58,2,2025-11-11,10
113143,58,3,2025-11-11,9
113144,58,4,2025-11-11,4
113145,58,5,2025-11-11,46
113146,58,6,2025-11-11,10
113147,58,7,2025-11-11,29
113148,58,8,2025-11-11,18
113149,58,9,2025-11-11,28
113150,58,10,2025-11-11,7
113151,58,11,2025-11-11,2
113152,58,12,2025-11-11,25
113153,58,13,2025-11-11,28
113154,58,14,2025-11-11,13
113155,58,15,2025-11-11,13
113156,58,16,2025-11-11,0
113157,58,17,2025-11-11,2
113158,58,18,2025-11-11,6
113159,58,19,2025-11-11,1
113160,58,20,2025-11-11,6
113161,59,1,2025-11-11,11
113162,59,2,2025-11-11,6
113163,59,3,2025-11-11,7
113164,59,4,2025-11-11,3
113165,59,5,2025-11-11,28
113166,59,6,2025-11-11,8
113167,59,7,2025-11-11,20
113168,59,8,2025-11-11,13
113169,59,9,2025-11-11,25
113170,59,10,2025-11-11,5
113171,59,11,2025-11-11,2
113172,59,12,2025-11-11,22
113173,59,13,2025-11-11,20
113174,59,14,2025-11-11,10
113175,59,15,2025-11-11,7
113176,59,16,2025-11-11,0
113177,59,17,2025-11-11,1
113178,59,18,2025-11-11,4
113179,59,19,2025-11-11,3
113180,59,20,2025-11-11,4
113181,60,1,2025-11-11,11
113182,60,2,2025-11-11,7
113183,60,3,2025-11-11,5
113184,60,4,2025-11-11,3
113185,60,5,2025-11-11,21
113186,60,6,2025-11-11,5
113187,60,7,2025-11-11,12
113188,60,8,2025-11-11,7
113189,60,9,2025-11-11,12
113190,60,10,2025-11-11,4
113191,60,11,2025-11-11,2
113192,60,12,2025-11-11,14
113193,60,13,2025-11-11,10
113194,60,14,2025-11-11,11
113195,60,15,2025-11-11,8
113196,60,16,2025-11-11,0
113197,60,17,2025-11-11,2
113198,60,18,2025-11-11,3
113199,60,19,2025-11-11,1
113200,60,20,2025-11-11,3
113201,61,1,2025-11-11,11
113202,61,2,2025-11-11,9
113203,61,3,2025-11-11,7
113204,61,4,2025-11-11,5
113205,61,5,2025-11-11,33
113206,61,6,2025-11-11,10
113207,61,7,2025-11-11,21
113208,61,8,2025-11-11,16
113209,61,9,2025-11-11,24
113210,61,10,2025-11-11,6
113211,61,11,2025-11-11,3
113212,61,12,2025-11-11,26
113213,61,13,2025-11-11,19
113214,61,14,2025-11-11,9
113215,61,15,2025-11-11,7
113216,61,16,2025-11-11,0
113217,61,17,2025-11-11,3
113218,61,18,2025-11-11,6
113219,61,19,2025-11-11,2
113220,61,20,2025-11-11,5
113221,62,1,2025-11-11,8
113222,62,2,2025-11-11,7
113223,62,3,2025-11-11,6
113224,62,4,2025-11-11,3
113225,62,5,2025-11-11,33
113226,62,6,2025-11-11,9
113227,62,7,2025-11-11,14
113228,62,8,2025-11-11,14
113229,62,9,2025-11-11,17
113230,62,10,2025-11-11,4
113231,62,11,2025-11-11,1
113232,62,12,2025-11-11,16
113233,62,13,2025-11-11,11
113234,62,14,2025-11-11,8
113235,62,15,2025-11-11,8
113236,62,16,2025-11-11,0
113237,62,17,2025-11-11,1
113238,62,18,2025-11-11,5
113239,62,19,2025-11-11,3
113240,62,20,2025-11-11,4
113241,63,1,2025-11-11,16
113242,63,2,2025-11-11,9
113243,63,3,2025-11-11,9
113244,63,4,2025-11-11,5
113245,63,5,2025-11-11,49
113246,63,6,2025-11-11,10
113247,63,7,2025-11-11,28
113248,63,8,2025-11-11,14
113249,63,9,2025-11-11,23
113250,63,10,2025-11-11,8
113251,63,11,2025-11-11,2
113252,63,12,2025-11-11,40
113253,63,13,2025-11-11,31
113254,63,14,2025-11-11,17
113255,63,15,2025-11-11,16
113256,63,16,2025-11-11,2
113257,63,17,2025-11-11,1
113258,63,18,2025-11-11,7
113259,63,19,2025-11-11,2
113260,63,20,2025-11-11,6
113261,64,1,2025-11-11,11
113262,64,2,2025-11-11,8
113263,64,3,2025-11-11,6
113264,64,4,2025-11-11,4
113265,64,5,2025-11-11,35
113266,64,6,2025-11-11,7
113267,64,7,2025-11-11,23
113268,64,8,2025-11-11,14
113269,64,9,2025-11-11,13
113270,64,10,2025-11-11,5
113271,64,11,2025-11-11,4
113272,64,12,2025-11-11,21
113273,64,13,2025-11-11,18
113274,64,14,2025-11-11,11
113275,64,15,2025-11-11,10
113276,64,16,2025-11-11,2
113277,64,17,2025-11-11,1
113278,64,18,2025-11-11,4
113279,64,19,2025-11-11,0
113280,64,20,2025-11-11,4
113281,65,1,2025-11-11,11
113282,65,2,2025-11-11,5
113283,65,3,2025-11-11,8
113284,65,4,2025-11-11,5
113285,65,5,2025-11-11,35
113286,65,6,2025-11-11,8
113287,65,7,2025-11-11,19
113288,65,8,2025-11-11,11
113289,65,9,2025-11-11,25
113290,65,10,2025-11-11,5
113291,65,11,2025-11-11,3
113292,65,12,2025-11-11,31
113293,65,13,2025-11-11,17
113294,65,14,2025-11-11,10
113295,65,15,2025-11-11,14
113296,65,16,2025-11-11,1
113297,65,17,2025-11-11,1
113298,65,18,2025-11-11,6
113299,65,19,2025-11-11,0
113300,65,20,2025-11-11,5
113301,66,1,2025-11-11,13
113302,66,2,2025-11-11,5
113303,66,3,2025-11-11,5
113304,66,4,2025-11-11,3
113305,66,5,2025-11-11,25
113306,66,6,2025-11-11,9
113307,66,7,2025-11-11,22
113308,66,8,2025-11-11,11
113309,66,9,2025-11-11,20
113310,66,10,2025-11-11,5
113311,66,11,2025-11-11,2
113312,66,12,2025-11-11,21
113313,66,13,2025-11-11,20
113314,66,14,2025-11-11,14
113315,66,15,2025-11-11,10
113316,66,16,2025-11-11,0
113317,66,17,2025-11-11,2
113318,66,18,2025-11-11,4
113319,66,19,2025-11-11,1
113320,66,20,2025-11-11,6
113321,67,1,2025-11-11,12
113322,67,2,2025-11-11,7
113323,67,3,2025-11-11,6
113324,67,4,2025-11-11,4
113325,67,5,2025-11-11,38
113326,67,6,2025-11-11,9
113327,67,7,2025-11-11,23
113328,67,8,2025-11-11,18
113329,67,9,2025-11-11,17
113330,67,10,2025-11-11,6
113331,67,11,2025-11-11,4
113332,67,12,2025-11-11,22
113333,67,13,2025-11-11,12
113334,67,14,2025-11-11,11
113335,67,15,2025-11-11,9
113336,67,16,2025-11-11,0
113337,67,17,2025-11-11,0
113338,67,18,2025-11-11,6
113339,67,19,2025-11-11,0
113340,67,20,2025-11-11,5
113341,68,1,2025-11-11,5
113342,68,2,2025-11-11,5
113343,68,3,2025-11-11,3
113344,68,4,2025-11-11,3
113345,68,5,2025-11-11,14
113346,68,6,2025-11-11,5
113347,68,7,2025-11-11,15
113348,68,8,2025-11-11,9
113349,68,9,2025-11-11,8
113350,68,10,2025-11-11,2
113351,68,11,2025-11-11,1
113352,68,12,2025-11-11,12
113353,68,13,2025-11-11,10
113354,68,14,2025-11-11,6
113355,68,15,2025-11-11,5
113356,68,16,2025-11-11,2
113357,68,17,2025-11-11,0
113358,68,18,2025-11-11,2
113359,68,19,2025-11-11,0
113360,68,20,2025-11-11,2
113361,69,1,2025-11-11,16
113362,69,2,2025-11-11,6
113363,69,3,2025-11-11,9
113364,69,4,2025-11-11,3
113365,69,5,2025-11-11,32
113366,69,6,2025-11-11,11
113367,69,7,2025-11-11,22
113368,69,8,2025-11-11,14
113369,69,9,2025-11-11,22
113370,69,10,2025-11-11,6
113371,69,11,2025-11-11,4
113372,69,12,2025-11-11,19
113373,69,13,2025-11-11,16
113374,69,14,2025-11-11,11
113375,69,15,2025-11-11,11
113376,69,16,2025-11-11,0
113377,69,17,2025-11-11,1
113378,69,18,2025-11-11,4
113379,69,19,2025-11-11,2
113380,69,20,2025-11-11,5
113381,70,1,2025-11-11,7
113382,70,2,2025-11-11,5
113383,70,3,2025-11-11,4
113384,70,4,2025-11-11,2
113385,70,5,2025-11-11,24
113386,70,6,2025-11-11,5
113387,70,7,2025-11-11,12
113388,70,8,2025-11-11,8
113389,70,9,2025-11-11,9
113390,70,10,2025-11-11,4
113391,70,11,2025-11-11,2
113392,70,12,2025-11-11,14
113393,70,13,2025-11-11,6
113394,70,14,2025-11-11,7
113395,70,15,2025-11-11,5
113396,70,16,2025-11-11,1
113397,70,17,2025-11-11,0
113398,70,18,2025-11-11,3
113399,70,19,2025-11-11,2
113400,70,20,2025-11-11,3
113401,71,1,2025-11-11,10
113402,71,2,2025-11-11,6
113403,71,3,2025-11-11,7
113404,71,4,2025-11-11,4
113405,71,5,2025-11-11,41
113406,71,6,2025-11-11,11
113407,71,7,2025-11-11,21
113408,71,8,2025-11-11,15
113409,71,9,2025-11-11,23
113410,71,10,2025-11-11,4
113411,71,11,2025-11-11,2
113412,71,12,2025-11-11,19
113413,71,13,2025-11-11,16
113414,71,14,2025-11-11,16
113415,71,15,2025-11-11,9
113416,71,16,2025-11-11,0
113417,71,17,2025-11-11,1
113418,71,18,2025-11-11,6
113419,71,19,2025-11-11,1
113420,71,20,2025-11-11,6
113421,72,1,2025-11-11,15
113422,72,2,2025-11-11,11
113423,72,3,2025-11-11,10
113424,72,4,2025-11-11,4
113425,72,5,2025-11-11,37
113426,72,6,2025-11-11,12
113427,72,7,2025-11-11,29
113428,72,8,2025-11-11,19
113429,72,9,2025-11-11,22
