id,phc_id,record_date,patient_count,emergency_count
9695,95,2025-12-21,140,6
9696,96,2025-12-21,60,2
9697,97,2025-12-21,72,2
9698,98,2025-12-21,113,5
9699,99,2025-12-21,72,4
9700,100,2025-12-21,85,5
9701,1,2025-12-22,178,11
9702,2,2025-12-22,174,10
9703,3,2025-12-22,219,14
9704,4,2025-12-22,269,14
9705,5,2025-12-22,281,15
9706,6,2025-12-22,257,13
9707,7,2025-12-22,388,19
9708,8,2025-12-22,275,13
9709,9,2025-12-22,248,15
9710,10,2025-12-22,163,11
9711,11,2025-12-22,198,8
9712,12,2025-12-22,265,16
9713,13,2025-12-22,148,9
9714,14,2025-12-22,200,9
9715,15,2025-12-22,186,10
9716,16,2025-12-22,271,15
9717,17,2025-12-22,268,16
9718,18,2025-12-22,176,11
9719,19,2025-12-22,178,10
9720,20,2025-12-22,125,8
9721,21,2025-12-22,158,9
9722,22,2025-12-22,378,21
9723,23,2025-12-22,136,9
9724,24,2025-12-22,246,15
9725,25,2025-12-22,160,8
9726,26,2025-12-22,279,14
9727,27,2025-12-22,157,9
9728,28,2025-12-22,140,7
9729,29,2025-12-22,246,13
9730,30,2025-12-22,168,8
9731,31,2025-12-22,157,9
9732,32,2025-12-22,189,9
9733,33,2025-12-22,145,4
9734,34,2025-12-22,127,5
9735,35,2025-12-22,124,8
9736,36,2025-12-22,289,21
9737,37,2025-12-22,234,13
9738,38,2025-12-22,181,10
9739,39,2025-12-22,186,11
9740,40,2025-12-22,179,11
9741,41,2025-12-22,162,9
9742,42,2025-12-22,264,16
9743,43,2025-12-22,206,10
9744,44,2025-12-22,123,7
9745,45,2025-12-22,231,15
9746,46,2025-12-22,208,11
9747,47,2025-12-22,215,9
9748,48,2025-12-22,158,8
9749,49,2025-12-22,147,7
9750,50,2025-12-22,203,11
9751,51,2025-12-22,252,15
9752,52,2025-12-22,165,12
9753,53,2025-12-22,148,11
9754,54,2025-12-22,148,7
9755,55,2025-12-22,193,12
9756,56,2025-12-22,247,11
9757,57,2025-12-22,140,6
9758,58,2025-12-22,218,13
9759,59,2025-12-22,168,10
9760,60,2025-12-22,176,12
9761,61,2025-12-22,203,13
9762,62,2025-12-22,211,15
9763,63,2025-12-22,284,16
9764,64,2025-12-22,167,12
9765,65,2025-12-22,245,14
9766,66,2025-12-22,171,10
9767,67,2025-12-22,257,20
9768,68,2025-12-22,87,5
9769,69,2025-12-22,220,11
9770,70,2025-12-22,108,2
9771,71,2025-12-22,222,15
9772,72,2025-12-22,273,14
9773,73,2025-12-22,200,13
9774,74,2025-12-22,203,11
9775,75,2025-12-22,182,10
9776,76,2025-12-22,171,10
9777,77,2025-12-22,102,8
9778,78,2025-12-22,201,9
9779,79,2025-12-22,143,9
9780,80,2025-12-22,294,18
9781,81,2025-12-22,200,10
9782,82,2025-12-22,201,14
9783,83,2025-12-22,224,9
9784,84,2025-12-22,239,14
9785,85,2025-12-22,188,9
9786,86,2025-12-22,167,10
9787,87,2025-12-22,184,10
9788,88,2025-12-22,208,13
9789,89,2025-12-22,329,19
9790,90,2025-12-22,207,9
9791,91,2025-12-22,173,12
9792,92,2025-12-22,356,24
9793,93,2025-12-22,228,11
9794,94,2025-12-22,346,21
9795,95,2025-12-22,269,16
9796,96,2025-12-22,160,12
9797,97,2025-12-22,191,10
9798,98,2025-12-22,204,14
9799,99,2025-12-22,186,12
9800,100,2025-12-22,222,16
9801,1,2025-12-23,158,9
9802,2,2025-12-23,182,11
9803,3,2025-12-23,195,9
9804,4,2025-12-23,237,13
9805,5,2025-12-23,217,10
9806,6,2025-12-23,225,14
9807,7,2025-12-23,304,21
9808,8,2025-12-23,238,15
9809,9,2025-12-23,180,9
9810,10,2025-12-23,133,7
9811,11,2025-12-23,168,13
9812,12,2025-12-23,223,14
9813,13,2025-12-23,152,7
9814,14,2025-12-23,170,11
9815,15,2025-12-23,156,7
9816,16,2025-12-23,170,8
9817,17,2025-12-23,243,14
9818,18,2025-12-23,168,8
9819,19,2025-12-23,164,12
9820,20,2025-12-23,109,5
9821,21,2025-12-23,126,8
9822,22,2025-12-23,195,11
9823,23,2025-12-23,131,5
9824,24,2025-12-23,197,12
9825,25,2025-12-23,137,7
9826,26,2025-12-23,219,14
9827,27,2025-12-23,155,11
9828,28,2025-12-23,114,10
9829,29,2025-12-23,182,7
9830,30,2025-12-23,190,9
9831,31,2025-12-23,131,9
9832,32,2025-12-23,158,14
9833,33,2025-12-23,159,9
9834,34,2025-12-23,101,9
9835,35,2025-12-23,117,7
9836,36,2025-12-23,292,18
9837,37,2025-12-23,204,10
9838,38,2025-12-23,170,11
9839,39,2025-12-23,151,9
9840,40,2025-12-23,151,9
9841,41,2025-12-23,142,6
9842,42,2025-12-23,210,13
9843,43,2025-12-23,149,9
9844,44,2025-12-23,114,6
9845,45,2025-12-23,201,13
9846,46,2025-12-23,178,13
9847,47,2025-12-23,165,12
9848,48,2025-12-23,134,5
9849,49,2025-12-23,128,7
9850,50,2025-12-23,214,9
9851,51,2025-12-23,211,11
9852,52,2025-12-23,146,7
9853,53,2025-12-23,143,9
9854,54,2025-12-23,118,6
9855,55,2025-12-23,163,14
9856,56,2025-12-23,206,8
9857,57,2025-12-23,114,6
9858,58,2025-12-23,192,11
9859,59,2025-12-23,149,13
9860,60,2025-12-23,159,9
9861,61,2025-12-23,191,13
9862,62,2025-12-23,172,11
9863,63,2025-12-23,221,14
9864,64,2025-12-23,142,6
9865,65,2025-12-23,199,10
9866,66,2025-12-23,159,8
9867,67,2025-12-23,205,11
9868,68,2025-12-23,88,6
9869,69,2025-12-23,210,9
9870,70,2025-12-23,97,6
9871,71,2025-12-23,194,12
9872,72,2025-12-23,231,15
9873,73,2025-12-23,192,14
9874,74,2025-12-23,151,10
9875,75,2025-12-23,204,16
9876,76,2025-12-23,171,12
9877,77,2025-12-23,99,6
9878,78,2025-12-23,132,6
9879,79,2025-12-23,114,5
9880,80,2025-12-23,272,14
9881,81,2025-12-23,162,10
9882,82,2025-12-23,136,9
9883,83,2025-12-23,191,12
9884,84,2025-12-23,211,14
9885,85,2025-12-23,197,11
9886,86,2025-12-23,160,12
9887,87,2025-12-23,138,8
9888,88,2025-12-23,176,13
9889,89,2025-12-23,262,12
9890,90,2025-12-23,184,10
9891,91,2025-12-23,150,7
9892,92,2025-12-23,360,21
9893,93,2025-12-23,183,10
9894,94,2025-12-23,288,16
9895,95,2025-12-23,208,13
9896,96,2025-12-23,133,5
9897,97,2025-12-23,171,9
9898,98,2025-12-23,187,12
9899,99,2025-12-23,160,7
9900,100,2025-12-23,210,11
9901,1,2025-12-24,147,10
9902,2,2025-12-24,174,10
9903,3,2025-12-24,236,17
9904,4,2025-12-24,248,15
9905,5,2025-12-24,231,12
9906,6,2025-12-24,263,17
9907,7,2025-12-24,292,17
9908,8,2025-12-24,229,12
9909,9,2025-12-24,193,12
9910,10,2025-12-24,135,9
9911,11,2025-12-24,191,10
9912,12,2025-12-24,192,14
9913,13,2025-12-24,137,10
9914,14,2025-12-24,183,12
9915,15,2025-12-24,166,9
9916,16,2025-12-24,227,11
9917,17,2025-12-24,238,12
9918,18,2025-12-24,179,12
9919,19,2025-12-24,168,8
9920,20,2025-12-24,104,2
9921,21,2025-12-24,127,5
9922,22,2025-12-24,188,7
9923,23,2025-12-24,117,6
9924,24,2025-12-24,211,12
9925,25,2025-12-24,134,7
9926,26,2025-12-24,194,12
9927,27,2025-12-24,155,11
9928,28,2025-12-24,123,7
9929,29,2025-12-24,214,14
9930,30,2025-12-24,180,11
9931,31,2025-12-24,142,10
9932,32,2025-12-24,171,9
9933,33,2025-12-24,134,11
9934,34,2025-12-24,97,8
9935,35,2025-12-24,106,4
9936,36,2025-12-24,275,13
9937,37,2025-12-24,179,10
9938,38,2025-12-24,142,10
9939,39,2025-12-24,154,10
9940,40,2025-12-24,117,8
9941,41,2025-12-24,141,9
9942,42,2025-12-24,212,14
9943,43,2025-12-24,156,10
9944,44,2025-12-24,88,7
9945,45,2025-12-24,186,10
9946,46,2025-12-24,197,12
9947,47,2025-12-24,180,13
9948,48,2025-12-24,114,6
9949,49,2025-12-24,172,9
9950,50,2025-12-24,166,8
9951,51,2025-12-24,169,12
9952,52,2025-12-24,139,6
9953,53,2025-12-24,124,8
9954,54,2025-12-24,119,4
9955,55,2025-12-24,167,11
9956,56,2025-12-24,207,9
9957,57,2025-12-24,104,6
9958,58,2025-12-24,198,11
9959,59,2025-12-24,147,10
9960,60,2025-12-24,178,10
9961,61,2025-12-24,182,10
9962,62,2025-12-24,161,12
9963,63,2025-12-24,239,15
9964,64,2025-12-24,130,7
9965,65,2025-12-24,198,11
9966,66,2025-12-24,165,9
9967,67,2025-12-24,222,10
9968,68,2025-12-24,95,6
9969,69,2025-12-24,185,10
9970,70,2025-12-24,93,4
9971,71,2025-12-24,189,9
9972,72,2025-12-24,203,12
9973,73,2025-12-24,202,12
9974,74,2025-12-24,174,10
9975,75,2025-12-24,164,11
9976,76,2025-12-24,157,10
9977,77,2025-12-24,113,6
9978,78,2025-12-24,158,10
9979,79,2025-12-24,122,6
9980,80,2025-12-24,264,14
9981,81,2025-12-24,142,6
9982,82,2025-12-24,157,9
9983,83,2025-12-24,211,11
9984,84,2025-12-24,168,10
9985,85,2025-12-24,196,15
9986,86,2025-12-24,151,7
9987,87,2025-12-24,153,9
9988,88,2025-12-24,173,11
9989,89,2025-12-24,258,14
9990,90,2025-12-24,181,10
9991,91,2025-12-24,157,8
9992,92,2025-12-24,380,25
9993,93,2025-12-24,205,15
9994,94,2025-12-24,303,17
9995,95,2025-12-24,197,12
9996,96,2025-12-24,135,4
9997,97,2025-12-24,181,12
9998,98,2025-12-24,181,10
9999,99,2025-12-24,190,12
10000,100,2025-12-24,201,11
10001,1,2025-12-25,137,12
10002,2,2025-12-25,164,8
10003,3,2025-12-25,164,11
10004,4,2025-12-25,234,13
10005,5,2025-12-25,194,12
10006,6,2025-12-25,228,13
10007,7,2025-12-25,280,13
10008,8,2025-12-25,211,15
10009,9,2025-12-25,180,13
10010,10,2025-12-25,123,8
10011,11,2025-12-25,184,8
10012,12,2025-12-25,165,10
10013,13,2025-12-25,131,8
10014,14,2025-12-25,178,9
10015,15,2025-12-25,134,6
10016,16,2025-12-25,168,10
10017,17,2025-12-25,186,12
10018,18,2025-12-25,130,9
10019,19,2025-12-25,130,6
10020,20,2025-12-25,89,6
10021,21,2025-12-25,134,4
10022,22,2025-12-25,151,13
10023,23,2025-12-25,101,3
10024,24,2025-12-25,167,8
10025,25,2025-12-25,116,10
10026,26,2025-12-25,187,14
10027,27,2025-12-25,173,11
10028,28,2025-12-25,102,4
10029,29,2025-12-25,205,15
10030,30,2025-12-25,150,9
10031,31,2025-12-25,146,10
10032,32,2025-12-25,140,7
10033,33,2025-12-25,105,4
10034,34,2025-12-25,92,8
10035,35,2025-12-25,108,3
10036,36,2025-12-25,239,15
10037,37,2025-12-25,184,11
10038,38,2025-12-25,143,13
10039,39,2025-12-25,144,5
10040,40,2025-12-25,122,6
10041,41,2025-12-25,141,8
10042,42,2025-12-25,153,8
10043,43,2025-12-25,126,5
10044,44,2025-12-25,96,4
10045,45,2025-12-25,149,7
10046,46,2025-12-25,179,6
10047,47,2025-12-25,131,7
10048,48,2025-12-25,124,7
10049,49,2025-12-25,117,7
10050,50,2025-12-25,204,11
10051,51,2025-12-25,147,9
10052,52,2025-12-25,133,8
10053,53,2025-12-25,126,10
10054,54,2025-12-25,102,5
10055,55,2025-12-25,141,7
10056,56,2025-12-25,171,11
10057,57,2025-12-25,102,4
10058,58,2025-12-25,165,11
10059,59,2025-12-25,160,11
10060,60,2025-12-25,131,5
10061,61,2025-12-25,155,8
10062,62,2025-12-25,131,5
10063,63,2025-12-25,192,14
10064,64,2025-12-25,122,9
10065,65,2025-12-25,178,13
10066,66,2025-12-25,146,7
10067,67,2025-12-25,201,11
10068,68,2025-12-25,82,3
10069,69,2025-12-25,153,7
10070,70,2025-12-25,83,4
10071,71,2025-12-25,162,9
10072,72,2025-12-25,185,5
10073,73,2025-12-25,172,10
10074,74,2025-12-25,143,7
10075,75,2025-12-25,147,8
10076,76,2025-12-25,127,8
10077,77,2025-12-25,89,5
10078,78,2025-12-25,114,5
10079,79,2025-12-25,100,5
10080,80,2025-12-25,190,12
10081,81,2025-12-25,138,10
10082,82,2025-12-25,152,7
10083,83,2025-12-25,165,10
10084,84,2025-12-25,175,12
10085,85,2025-12-25,132,10
10086,86,2025-12-25,119,5
10087,87,2025-12-25,138,7
10088,88,2025-12-25,142,9
10089,89,2025-12-25,209,10
10090,90,2025-12-25,146,11
10091,91,2025-12-25,122,10
10092,92,2025-12-25,404,24
10093,93,2025-12-25,169,8
10094,94,2025-12-25,246,10
10095,95,2025-12-25,205,12
10096,96,2025-12-25,100,6
10097,97,2025-12-25,158,9
10098,98,2025-12-25,183,12
10099,99,2025-12-25,147,7
10100,100,2025-12-25,150,13
10101,1,2025-12-26,131,8
10102,2,2025-12-26,146,8
10103,3,2025-12-26,163,9
10104,4,2025-12-26,229,13
10105,5,2025-12-26,229,13
10106,6,2025-12-26,211,14
10107,7,2025-12-26,309,16
10108,8,2025-12-26,242,14
10109,9,2025-12-26,161,10
10110,10,2025-12-26,112,7
10111,11,2025-12-26,190,11
10112,12,2025-12-26,171,9
10113,13,2025-12-26,107,6
10114,14,2025-12-26,141,5
10115,15,2025-12-26,141,11
10116,16,2025-12-26,181,7
10117,17,2025-12-26,216,13
10118,18,2025-12-26,144,6
10119,19,2025-12-26,143,10
10120,20,2025-12-26,114,8
10121,21,2025-12-26,128,5
10122,22,2025-12-26,160,10
10123,23,2025-12-26,101,6
10124,24,2025-12-26,165,11
10125,25,2025-12-26,110,2
10126,26,2025-12-26,203,12
10127,27,2025-12-26,146,10
10128,28,2025-12-26,118,8
10129,29,2025-12-26,191,14
10130,30,2025-12-26,110,3
10131,31,2025-12-26,106,6
10132,32,2025-12-26,141,9
10133,33,2025-12-26,120,6
10134,34,2025-12-26,113,5
10135,35,2025-12-26,82,3
10136,36,2025-12-26,259,18
10137,37,2025-12-26,174,12
10138,38,2025-12-26,151,13
10139,39,2025-12-26,141,7
10140,40,2025-12-26,127,8
10141,41,2025-12-26,117,4
10142,42,2025-12-26,194,15
10143,43,2025-12-26,135,11
10144,44,2025-12-26,81,5
10145,45,2025-12-26,156,8
10146,46,2025-12-26,194,12
10147,47,2025-12-26,126,7
10148,48,2025-12-26,117,2
10149,49,2025-12-26,119,7
10150,50,2025-12-26,164,10
10151,51,2025-12-26,165,11
10152,52,2025-12-26,135,9
10153,53,2025-12-26,103,5
10154,54,2025-12-26,104,9
10155,55,2025-12-26,140,10
10156,56,2025-12-26,164,7
10157,57,2025-12-26,103,0
10158,58,2025-12-26,141,7
10159,59,2025-12-26,153,9
10160,60,2025-12-26,137,9
10161,61,2025-12-26,145,6
10162,62,2025-12-26,119,3
10163,63,2025-12-26,193,10
10164,64,2025-12-26,128,10
10165,65,2025-12-26,181,13
10166,66,2025-12-26,122,4
10167,67,2025-12-26,180,7
10168,68,2025-12-26,67,4
10169,69,2025-12-26,184,10
10170,70,2025-12-26,80,6
10171,71,2025-12-26,146,8
10172,72,2025-12-26,173,11
10173,73,2025-12-26,182,11
10174,74,2025-12-26,122,4
10175,75,2025-12-26,176,12
10176,76,2025-12-26,134,3
10177,77,2025-12-26,92,4
10178,78,2025-12-26,115,6
10179,79,2025-12-26,118,6
10180,80,2025-12-26,246,14
10181,81,2025-12-26,127,5
10182,82,2025-12-26,148,11
10183,83,2025-12-26,178,6
10184,84,2025-12-26,134,7
10185,85,2025-12-26,183,15
10186,86,2025-12-26,138,7
10187,87,2025-12-26,160,9
10188,88,2025-12-26,139,7
10189,89,2025-12-26,236,13
10190,90,2025-12-26,149,9
10191,91,2025-12-26,140,8
10192,92,2025-12-26,308,20
10193,93,2025-12-26,164,10
10194,94,2025-12-26,140,10
10195,95,2025-12-26,189,13
10196,96,2025-12-26,120,3
10197,97,2025-12-26,160,9
10198,98,2025-12-26,159,10
10199,99,2025-12-26,153,10
10200,100,2025-12-26,164,9
10201,1,2025-12-27,126,6
10202,2,2025-12-27,139,8
10203,3,2025-12-27,188,11
10204,4,2025-12-27,217,10
10205,5,2025-12-27,181,7
10206,6,2025-12-27,212,9
10207,7,2025-12-27,287,16
10208,8,2025-12-27,240,13
10209,9,2025-12-27,147,8
10210,10,2025-12-27,115,4
10211,11,2025-12-27,169,13
10212,12,2025-12-27,158,10
10213,13,2025-12-27,105,6
10214,14,2025-12-27,165,8
10215,15,2025-12-27,139,8
10216,16,2025-12-27,206,13
10217,17,2025-12-27,222,12
10218,18,2025-12-27,150,9
10219,19,2025-12-27,128,7
10220,20,2025-12-27,89,4
10221,21,2025-12-27,108,7
10222,22,2025-12-27,141,8
10223,23,2025-12-27,119,7
10224,24,2025-12-27,186,7
10225,25,2025-12-27,128,5
10226,26,2025-12-27,208,10
10227,27,2025-12-27,164,11
10228,28,2025-12-27,98,2
10229,29,2025-12-27,200,13
10230,30,2025-12-27,129,8
10231,31,2025-12-27,121,4
10232,32,2025-12-27,125,7
10233,33,2025-12-27,129,8
10234,34,2025-12-27,99,4
10235,35,2025-12-27,105,6
10236,36,2025-12-27,224,10
10237,37,2025-12-27,167,11
10238,38,2025-12-27,166,9
10239,39,2025-12-27,112,7
10240,40,2025-12-27,114,4
10241,41,2025-12-27,129,7
10242,42,2025-12-27,171,11
10243,43,2025-12-27,121,8
10244,44,2025-12-27,89,3
10245,45,2025-12-27,176,8
10246,46,2025-12-27,180,9
10247,47,2025-12-27,144,9
10248,48,2025-12-27,124,10
10249,49,2025-12-27,116,8
10250,50,2025-12-27,167,9
10251,51,2025-12-27,175,14
10252,52,2025-12-27,109,6
10253,53,2025-12-27,107,7
10254,54,2025-12-27,114,9
10255,55,2025-12-27,161,12
10256,56,2025-12-27,163,10
10257,57,2025-12-27,82,5
10258,58,2025-12-27,186,8
10259,59,2025-12-27,121,6
10260,60,2025-12-27,162,5
10261,61,2025-12-27,166,11
10262,62,2025-12-27,169,11
10263,63,2025-12-27,187,11
10264,64,2025-12-27,138,10
10265,65,2025-12-27,208,11
10266,66,2025-12-27,128,8
10267,67,2025-12-27,192,10
10268,68,2025-12-27,89,1
10269,69,2025-12-27,180,8
10270,70,2025-12-27,96,4
10271,71,2025-12-27,161,10
10272,72,2025-12-27,190,11
10273,73,2025-12-27,149,10
10274,74,2025-12-27,142,7
10275,75,2025-12-27,150,10
10276,76,2025-12-27,162,9
10277,77,2025-12-27,85,3
10278,78,2025-12-27,118,9
10279,79,2025-12-27,96,4
10280,80,2025-12-27,252,17
10281,81,2025-12-27,160,11
10282,82,2025-12-27,171,4
10283,83,2025-12-27,177,12
10284,84,2025-12-27,148,7
10285,85,2025-12-27,171,10
10286,86,2025-12-27,138,10
10287,87,2025-12-27,138,7
10288,88,2025-12-27,136,8
10289,89,2025-12-27,242,12
10290,90,2025-12-27,145,10
10291,91,2025-12-27,128,7
10292,92,2025-12-27,412,22
10293,93,2025-12-27,193,11
10294,94,2025-12-27,131,8
10295,95,2025-12-27,170,10
10296,96,2025-12-27,112,6
10297,97,2025-12-27,140,9
10298,98,2025-12-27,156,13
10299,99,2025-12-27,133,6
10300,100,2025-12-27,157,7
10301,1,2025-12-28,63,5
10302,2,2025-12-28,96,4
10303,3,2025-12-28,117,6
10304,4,2025-12-28,109,7
10305,5,2025-12-28,145,10
10306,6,2025-12-28,178,11
10307,7,2025-12-28,146,10
10308,8,2025-12-28,102,4
10309,9,2025-12-28,95,1
10310,10,2025-12-28,65,3
10311,11,2025-12-28,110,8
10312,12,2025-12-28,96,8
10313,13,2025-12-28,55,3
10314,14,2025-12-28,112,9
10315,15,2025-12-28,92,2
10316,16,2025-12-28,126,3
10317,17,2025-12-28,138,7
10318,18,2025-12-28,86,7
10319,19,2025-12-28,69,6
10320,20,2025-12-28,60,5
10321,21,2025-12-28,77,3
10322,22,2025-12-28,113,8
10323,23,2025-12-28,67,4
10324,24,2025-12-28,97,7
10325,25,2025-12-28,61,5
10326,26,2025-12-28,92,7
10327,27,2025-12-28,79,3
10328,28,2025-12-28,59,4
10329,29,2025-12-28,81,7
10330,30,2025-12-28,103,4
10331,31,2025-12-28,77,4
10332,32,2025-12-28,90,7
10333,33,2025-12-28,76,7
10334,34,2025-12-28,29,3
10335,35,2025-12-28,54,0
10336,36,2025-12-28,151,11
10337,37,2025-12-28,81,5
10338,38,2025-12-28,67,5
10339,39,2025-12-28,71,2
10340,40,2025-12-28,38,1
10341,41,2025-12-28,45,2
10342,42,2025-12-28,128,5
10343,43,2025-12-28,93,1
10344,44,2025-12-28,55,5
10345,45,2025-12-28,90,11
10346,46,2025-12-28,101,4
10347,47,2025-12-28,77,2
10348,48,2025-12-28,63,4
10349,49,2025-12-28,64,4
10350,50,2025-12-28,93,3
10351,51,2025-12-28,96,6
10352,52,2025-12-28,85,2
10353,53,2025-12-28,64,3
10354,54,2025-12-28,57,3
10355,55,2025-12-28,72,2
10356,56,2025-12-28,114,6
10357,57,2025-12-28,51,2
10358,58,2025-12-28,88,5
10359,59,2025-12-28,75,7
10360,60,2025-12-28,94,7
10361,61,2025-12-28,90,5
10362,62,2025-12-28,76,7
10363,63,2025-12-28,94,5
10364,64,2025-12-28,88,1
10365,65,2025-12-28,115,8
10366,66,2025-12-28,66,4
10367,67,2025-12-28,78,4
10368,68,2025-12-28,45,1
10369,69,2025-12-28,113,5
10370,70,2025-12-28,50,1
10371,71,2025-12-28,60,1
10372,72,2025-12-28,96,3
10373,73,2025-12-28,96,4
10374,74,2025-12-28,70,4
10375,75,2025-12-28,114,7
10376,76,2025-12-28,64,2
10377,77,2025-12-28,58,2
10378,78,2025-12-28,102,4
10379,79,2025-12-28,57,5
10380,80,2025-12-28,112,5
10381,81,2025-12-28,80,5
10382,82,2025-12-28,79,3
10383,83,2025-12-28,93,5
10384,84,2025-12-28,115,8
10385,85,2025-12-28,83,2
10386,86,2025-12-28,81,0
10387,87,2025-12-28,86,2
10388,88,2025-12-28,84,2
10389,89,2025-12-28,159,11
10390,90,2025-12-28,92,9
10391,91,2025-12-28,65,0
10392,92,2025-12-28,233,12
10393,93,2025-12-28,87,3
10394,94,2025-12-28,72,2
10395,95,2025-12-28,100,4
10396,96,2025-12-28,65,4
10397,97,2025-12-28,80,5
10398,98,2025-12-28,114,7
10399,99,2025-12-28,74,5
10400,100,2025-12-28,103,5
10401,1,2025-12-29,178,9
10402,2,2025-12-29,201,12
10403,3,2025-12-29,247,17
10404,4,2025-12-29,311,19
10405,5,2025-12-29,286,13
10406,6,2025-12-29,259,15
10407,7,2025-12-29,302,18
10408,8,2025-12-29,262,18
10409,9,2025-12-29,193,11
10410,10,2025-12-29,143,6
10411,11,2025-12-29,196,12
10412,12,2025-12-29,206,9
10413,13,2025-12-29,143,4
10414,14,2025-12-29,223,11
10415,15,2025-12-29,208,11
10416,16,2025-12-29,220,15
10417,17,2025-12-29,237,16
10418,18,2025-12-29,182,11
10419,19,2025-12-29,182,8
10420,20,2025-12-29,101,6
10421,21,2025-12-29,153,5
10422,22,2025-12-29,222,12
10423,23,2025-12-29,164,7
10424,24,2025-12-29,230,12
10425,25,2025-12-29,170,9
10426,26,2025-12-29,261,17
10427,27,2025-12-29,169,7
10428,28,2025-12-29,159,7
10429,29,2025-12-29,224,13
10430,30,2025-12-29,173,11
10431,31,2025-12-29,148,9
10432,32,2025-12-29,180,11
10433,33,2025-12-29,180,9
10434,34,2025-12-29,109,5
10435,35,2025-12-29,129,7
10436,36,2025-12-29,298,15
10437,37,2025-12-29,193,12
10438,38,2025-12-29,197,12
10439,39,2025-12-29,184,10
10440,40,2025-12-29,143,6
10441,41,2025-12-29,181,11
10442,42,2025-12-29,227,13
10443,43,2025-12-29,186,10
10444,44,2025-12-29,132,7
10445,45,2025-12-29,198,9
10446,46,2025-12-29,229,14
10447,47,2025-12-29,207,11
10448,48,2025-12-29,171,10
10449,49,2025-12-29,168,9
10450,50,2025-12-29,209,14
10451,51,2025-12-29,191,13
10452,52,2025-12-29,153,11
10453,53,2025-12-29,148,6
10454,54,2025-12-29,153,5
10455,55,2025-12-29,191,14
10456,56,2025-12-29,254,13
10457,57,2025-12-29,123,5
10458,58,2025-12-29,214,16
10459,59,2025-12-29,189,11
10460,60,2025-12-29,194,10
10461,61,2025-12-29,199,12
10462,62,2025-12-29,176,10
10463,63,2025-12-29,274,17
10464,64,2025-12-29,163,12
10465,65,2025-12-29,253,14
10466,66,2025-12-29,158,7
10467,67,2025-12-29,220,16
10468,68,2025-12-29,90,7
10469,69,2025-12-29,251,18
10470,70,2025-12-29,109,6
10471,71,2025-12-29,191,13
10472,72,2025-12-29,245,15
10473,73,2025-12-29,230,11
10474,74,2025-12-29,181,10
10475,75,2025-12-29,220,15
10476,76,2025-12-29,182,12
10477,77,2025-12-29,113,5
10478,78,2025-12-29,172,11
10479,79,2025-12-29,160,6
10480,80,2025-12-29,321,18
10481,81,2025-12-29,164,13
10482,82,2025-12-29,172,9
10483,83,2025-12-29,253,12
10484,84,2025-12-29,225,14
10485,85,2025-12-29,223,12
10486,86,2025-12-29,152,9
10487,87,2025-12-29,182,11
10488,88,2025-12-29,171,8
10489,89,2025-12-29,328,21
10490,90,2025-12-29,185,12
10491,91,2025-12-29,167,10
10492,92,2025-12-29,473,27
10493,93,2025-12-29,246,12
10494,94,2025-12-29,202,14
10495,95,2025-12-29,282,15
10496,96,2025-12-29,152,9
10497,97,2025-12-29,194,13
10498,98,2025-12-29,219,14
10499,99,2025-12-29,183,8
10500,100,2025-12-29,267,16
10501,1,2025-12-30,157,10
10502,2,2025-12-30,164,11
10503,3,2025-12-30,202,13
10504,4,2025-12-30,240,14
10505,5,2025-12-30,240,10
10506,6,2025-12-30,259,15
10507,7,2025-12-30,258,14
10508,8,2025-12-30,237,12
10509,9,2025-12-30,211,11
10510,10,2025-12-30,150,8
10511,11,2025-12-30,206,12
10512,12,2025-12-30,218,16
10513,13,2025-12-30,129,10
10514,14,2025-12-30,177,10
10515,15,2025-12-30,133,10
10516,16,2025-12-30,210,14
10517,17,2025-12-30,233,16
10518,18,2025-12-30,171,11
10519,19,2025-12-30,156,10
10520,20,2025-12-30,108,5
10521,21,2025-12-30,126,6
10522,22,2025-12-30,194,11
10523,23,2025-12-30,131,6
10524,24,2025-12-30,218,13
10525,25,2025-12-30,133,9
10526,26,2025-12-30,240,19
10527,27,2025-12-30,166,9
10528,28,2025-12-30,117,9
10529,29,2025-12-30,223,15
10530,30,2025-12-30,164,10
10531,31,2025-12-30,144,6
10532,32,2025-12-30,168,9
10533,33,2025-12-30,140,8
10534,34,2025-12-30,102,4
10535,35,2025-12-30,122,5
10536,36,2025-12-30,254,15
10537,37,2025-12-30,196,15
10538,38,2025-12-30,171,10
10539,39,2025-12-30,134,5
10540,40,2025-12-30,119,3
10541,41,2025-12-30,119,5
10542,42,2025-12-30,195,13
10543,43,2025-12-30,174,12
10544,44,2025-12-30,112,4
10545,45,2025-12-30,170,5
10546,46,2025-12-30,200,12
10547,47,2025-12-30,159,12
10548,48,2025-12-30,143,11
10549,49,2025-12-30,135,10
10550,50,2025-12-30,189,14
10551,51,2025-12-30,230,13
10552,52,2025-12-30,165,8
10553,53,2025-12-30,113,11
10554,54,2025-12-30,116,7
10555,55,2025-12-30,168,8
10556,56,2025-12-30,197,10
10557,57,2025-12-30,131,7
10558,58,2025-12-30,217,15
10559,59,2025-12-30,154,13
10560,60,2025-12-30,182,12
10561,61,2025-12-30,203,14
10562,62,2025-12-30,140,8
10563,63,2025-12-30,218,15
10564,64,2025-12-30,130,8
10565,65,2025-12-30,185,12
10566,66,2025-12-30,147,11
10567,67,2025-12-30,175,8
